UniqueID,What is your gender?,What is your age?,What is your race?,Are you hispanic?,What is your level of education?,What is your income?,What area of New York are you from?,What is your zip code?,What is your borough?,Do you have a drivers license?,Do you have access to a car?,Reason for car,What type of car do you have?,Where do you park your car?,Do you pay to park?,Do you have a smartphone?,Do you own a bike?,How many bikes do you own?,qBIKETYPE1,Where do your packages get delivered?,"If you get parcels at a postal store, how far away are they?",Opinion of the subway,Has this affected how often you use the subway?,Opinion on the bus service,Has this affected how often you use the bus,Relationship status,Do you get state welfare?,Are you disabled?,What type of building do you live in?,Do you rent or own your house?,How many children do you have?,Do you accompany your children to school?,Employment Status,What type of industry do you work in?,How many fulltime jobs do you have?,How many part time jobs do you have?,How many jobs do you have?,Where do you work?,Can you work from home?,Which borough do you work in?,What time do you go to work?,What time do you finish work?,What is your preferred language?
103989,Female,76,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$15,000 - $24,999",Middle Queens,11358,Queens,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,On the street,NA,Yes,No,NA,NA,Other,NA,Staying the same,NA,Staying the same,NA,Single,No,No,A one family house detached from any other house,Rent,None,NA,Retired,NA,NA,NA,NA,NA,NA,NA,,,English
103909,Female,42,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (i.e., AA, AS)","Less than $14,999",Manhattan Core,10009,Manhattan,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,My lobby,NA,Getting worse,I use the subway less frequently,Getting worse,I take the bus more frequently,Single,Yes,No,A building with 10 to 49 apartments,Rent,None,NA,Unemployed,NA,NA,NA,NA,NA,NA,NA,,,English
104215,Female,20,Other,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Inner Queens,11377,Queens,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Full time student,NA,NA,NA,NA,NA,NA,NA,,,English
105374,Female,24,Two or more races,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Inner Queens,11104,Queens,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My lobby,NA,Staying the same,NA,Staying the same,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Financial services,1,0,1 job,At an office,"No, do not work from home",Manhattan,8:30 AM,5:30 PM,English
100557,Male,36,Other,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","Less than $14,999",Inner Brooklyn,11233,Brooklyn,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,Getting better,I use the subway less frequently,Staying the same,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Employed part time (working less than 30 hours per week),Technology & Telecommunications,NA,3 or more,3 or more jobs,Varying job sites,"No, do not work from home",Brooklyn,AM,PM,NA
105048,Female,41,Asian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Northern Manhattan,10032,Manhattan,Yes,I personally own or lease a car,1,Gasoline,On the street,NA,Yes,No,NA,NA,My doorman,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),Other,1,0,1 job,At an office,"No, do not work from home",Manhattan,8:45 AM,6:00 PM,English
100464,Female,81,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Middle Queens,11374,Queens,Yes,I personally own or lease a car,1,Gasoline,In a garage or lot in your apartment building,No,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway less frequently,NA,NA,Widowed,No,No,A building with 50 or more apartments,Rent,None,NA,Retired,NA,NA,NA,NA,NA,NA,NA,,,NA
100092,Male,56,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Manhattan Core,10009,Manhattan,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,2,Yes,Other,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Married,No,No,A building with 10 to 49 apartments,Own,None,NA,Employed part time (working less than 30 hours per week),Other,NA,2,2 jobs,From home,"Yes, work from home",NA,,,NA
104431,Male,67,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$100,000 - $149,999",Staten Island,10306,Staten Island,Yes,I personally own or lease a car,2,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,2,Yes,My doorstep,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A one family house detached from any other house,Own,None,NA,Retired,NA,NA,NA,NA,NA,NA,NA,,,English
101904,Male,27,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$15,000 - $24,999",Southern Bronx,10455,The Bronx,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,Other,NA,Staying the same,NA,Getting better,I take the bus the same amount,Single,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Other,1,0,1 job,At an office,"No, do not work from home",Brooklyn,9am,7pm,English
101896,Male,59,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","Less than $14,999",Staten Island,10303,Staten Island,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Single,No,No,A building with 2 to 9 apartments,Rent,None,NA,Retired,NA,NA,NA,NA,NA,NA,NA,,,English
100480,Male,64,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$200,000 and above",Staten Island,10312,Staten Island,Yes,I personally own or lease a car,2,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,2,Yes,My doorstep,NA,Getting worse,I use the subway the same amount,Getting better,I take the bus the same amount,Living in a committed partnership,No,No,A one family house attached to one or more houses,Own,None,NA,Retired,NA,NA,NA,NA,NA,NA,NA,,,NA
103059,Male,28,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Inner Queens,11106,Queens,Yes,I personally own or lease a car,1,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway the same amount,NA,NA,Single,No,No,A building with 2 to 9 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Financial services,1,0,1 job,At an office,"No, do not work from home",Manhattan,I got at 8:00am,6:00pm,English
100298,Female,11209,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Outer Brooklyn,11209,Brooklyn,Yes,I personally own or lease a car,1,Gasoline,On the street,NA,Yes,No,NA,NA,My doorstep,NA,Getting better,I use the subway more frequently,NA,NA,Married,No,No,A building with 2 to 9 apartments,Rent,None,NA,Retired,NA,NA,NA,NA,NA,NA,NA,,,NA
101219,Female,41,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$100,000 - $149,999",Staten Island,10310,Staten Island,Yes,I personally own or lease a car,2,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,3,Yes,My doorstep,NA,Getting worse,I use the subway less frequently,Getting worse,I take the bus less frequently,Married,No,No,A one family house attached to one or more houses,Own,Two,Yes,Employed part time (working less than 30 hours per week),Construction,NA,1,1 job,At an office,"No, do not work from home",Staten Island,11am,5pm,English
104779,Female,68,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Queens,11357,Queens,Yes,I personally own or lease a car,1,Gasoline,In a garage or lot in your apartment building,Yes,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A building with 10 to 49 apartments,Own,None,NA,Retired,NA,NA,NA,NA,NA,NA,NA,,,English
104813,Female,22,Asian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$15,000 - $24,999",Outer Queens,11354,Queens,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",3-5 blocks,Getting worse,I use the subway more frequently,Staying the same,NA,Single,No,No,A building with 10 to 49 apartments,Own,One,Yes,Unemployed,NA,NA,NA,NA,NA,NA,NA,,,English
100733,Male,50,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$25,000 - $34,999",Northern Bronx,10467,The Bronx,Yes,I personally own or lease a car,1,Gasoline,On the street,NA,Yes,No,NA,NA,Other,NA,Staying the same,NA,Staying the same,NA,Single,Yes,No,A building with 10 to 49 apartments,Rent,None,NA,Other,NA,NA,NA,NA,NA,NA,NA,,,English
101706,Male,48,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$50,000 - $74,999",Staten Island,10314,Staten Island,Yes,I personally own or lease a car,1,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,My workplace,NA,Staying the same,NA,Getting worse,I take the bus the same amount,Single,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),Construction,1,0,1 job,At an office,"No, do not work from home",Manhattan,500am,530pm,English
102048,Female,49,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$75,000 - $99,999",Middle Queens,11375,Queens,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,At an office,"No, do not work from home",Queens,830,600 PM,English
100244,Male,70,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Outer Brooklyn,11223,Brooklyn,Yes,I personally own or lease a car,1,Gasoline,On the street,NA,No,No,NA,NA,An alternative address (i.e. a family member or friend's),3-5 blocks,Staying the same,NA,Staying the same,NA,Single,No,No,A building with 2 to 9 apartments,Rent,None,NA,Retired,NA,NA,NA,NA,NA,NA,NA,,,NA
100474,Male,58,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$50,000 - $74,999",Northern Bronx,10475,The Bronx,Yes,I personally own or lease a car,3,Gasoline,In a shared driveway,NA,Yes,No,NA,NA,My doorstep,NA,Getting better,I use the subway the same amount,Getting better,I take the bus the same amount,Divorced,No,No,A one family house attached to one or more houses,Own,None,NA,Unemployed,NA,NA,NA,NA,NA,NA,NA,,,NA
100013,Male,42,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Brooklyn,11234,Brooklyn,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,On the street,NA,No,No,NA,NA,My doorstep,NA,Staying the same,NA,Getting worse,I take the bus the same amount,Single,No,No,A one family house detached from any other house,Rent,None,NA,Unemployed,NA,NA,NA,NA,NA,NA,NA,,,NA
104329,Female,47,Black/ African American/ Caribbean American,"Yes, Puerto Rican",Some college but degree not received or in progress,"$25,000 - $34,999",Northern Bronx,10465,The Bronx,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Single,No,No,A building with 2 to 9 apartments,Rent,One,No,Employed full time (working more than 30 hours per week),Transportation and Utilities,1,0,1 job,At an office,"No, do not work from home",The Bronx,8:30am,4:45pm,English
103286,Female,40,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$200,000 and above",Northern Manhattan,10032,Manhattan,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,On the street,NA,Yes,Yes,1,Yes,My lobby,NA,Getting worse,I use the subway the same amount,NA,NA,Married,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Media,1,0,1 job,At an office,"No, do not work from home",Manhattan,Arrive around 9:30 am,Home around 7 pm,English
104393,Female,31,Asian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$35,000 - $49,999",Northern Manhattan,10031,Manhattan,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,A postal store,6-10 blocks,Staying the same,NA,Getting better,I take the bus the same amount,Single,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Non-profit,1,0,1 job,At an office,"No, do not work from home",Brooklyn,9am,7pm,English
103691,Female,34,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$75,000 - $99,999",Northern Manhattan,10034,Manhattan,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway the same amount,NA,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Government,1,0,1 job,At an office,"No, do not work from home",Manhattan,930am,8pm,English
104794,Female,33,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Inner Queens,11103,Queens,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Getting worse,I take the bus the same amount,Living in a committed partnership,No,No,A building with 2 to 9 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),"Professional & Business Services (consulting, legal, marketing)",1,0,1 job,At an office,"No, do not work from home",Manhattan,9:00 AM,7PM,English
104020,Female,21,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$35,000 - $49,999",Northern Bronx,10472,The Bronx,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,On the street,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Single,No,No,A building with 2 to 9 apartments,Rent,None,NA,Full time student,NA,NA,NA,NA,NA,NA,NA,,,English
104771,Female,51,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (i.e., AA, AS)","$100,000 - $149,999",Inner Queens,11105,Queens,Yes,I personally own or lease a car,1,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,1,Yes,My doorstep,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A one family house attached to one or more houses,Own,None,NA,Employed full time (working more than 30 hours per week),"Professional & Business Services (consulting, legal, marketing)",1,0,1 job,At an office,"No, do not work from home",Manhattan,7:30 a.m.,6:00 p.m.,English
